yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_wthn_5_yrs_pc, age_of_persons_born_overseas_census_5_9_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_ttl_ppltn_agd_15_yrs_nm, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_indqtly_dscrb_std_pc, age_of_persons_born_overseas_census_10_14_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_nl_pc, population_of_persons_born_overseas_census_males_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_1000_1999_pr_wk_pc, lbr_frce_stts_prsns_brn_ovrss_cnss_prtcptn_rte_pc, age_of_persons_born_overseas_census_35_39_years_num, age_of_persons_born_overseas_census_45_49_years_num, occupation_of_persons_born_overseas_census_managers_pc, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_10_yrs_ago_pc, rlgs_affltn_prsns_brn_ovrss_cnss_sprtl_blfs_pc, age_of_persons_born_overseas_census_80_84_years_num, lbr_frce_stts_prsns_brn_ovrss_cnss_unmplymnt_rte_pc, age_of_persons_born_overseas_census_25_29_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_chrstnty_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_bchlr_dgre_pc, englsh_prfcncy_prsns_brn_ovrss_cnss_prfcnt_pc, age_of_persons_born_overseas_census_40_44_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_grdte_dplma_crtfe_pc, occupation_of_persons_born_overseas_census_labourers_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_schl_edctn_pc, occptn_prsns_brn_ovrss_cnss_mchnry_oprtrs_drvrs_pc, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_1_499_pr_wk_pc, age_of_persons_born_overseas_census_75_79_years_num, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_pstgrde_dgre_pc, age_of_persons_born_overseas_census_85_years_and_over_num, age_of_persons_born_overseas_census_60_64_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ngtve_pc, religious_affiliation_persons_born_overseas_census_judaism_pc, occptn_prsns_brn_ovrss_cnss_tchncns_trds_wrkrs_pc, ctznshp_st_prsn_brn_ovrs_cns_astrln_ctzn_pc, occupation_of_persons_born_overseas_census_professionals_pc, religious_affiliation_of_persons_born_overseas_census_islam_pc, age_of_persons_born_overseas_census_65_69_years_num, sa3_name_2016, year_arrival_of_persons_born_overseas_census_arrival_stated_pc, religious_affiliation_persons_born_overseas_census_buddhism_pc, citizenship_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_30_34_years_num, religious_affiliation_persons_born_overseas_census_religion_pc, labour_force_status_persons_born_overseas_census_employed_num, religious_affiliation_persons_born_overseas_census_hinduism_pc, age_of_persons_born_overseas_census_15_19_years_num, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_2000_2999_pr_wk_pc, english_proficiency_persons_born_overseas_census_proficient_pc, age_of_persons_born_overseas_census_70_74_years_num, rlgs_affltn_prsns_brn_ovrss_cnss_rlgn_sclr_blfs_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_edctn_sttd_pc, occptn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc, age_of_persons_born_overseas_census_55_59_years_num, ttl_prsnl_incme_wkly_prsns_brn_ovrss_cnss_ernng_3000_pr_wk_pc, lvl_hghst_edctnl_attnmnt_of_prsns_brn_ovrss_cnss_crtfcte_pc, occptn_prsns_brn_ovrss_cnss_clrcl_admnstrtve_wrkrs_pc, labour_force_status_persons_born_overseas_census_stated_pc, age_of_persons_born_overseas_census_0_4_years_num, age_of_persons_born_overseas_census_50_54_years_num, age_of_persons_born_overseas_census_20_24_years_num, occptn_prsns_brn_ovrss_cnss_cmmnty_prsnl_srvce_wrkrs_pc, population_of_persons_born_overseas_census_females_num, yr_arrvl_of_prsns_brn_ovrss_cnss_arrvd_5_10_yrs_ago_pc, labour_force_status_persons_born_overseas_census_num, english_proficiency_persons_born_overseas_census_stated_pc, lv_hgst_edctnl_atnm_of_prsn_brn_ovrs_cns_advnc_dplma_pc, occupation_of_persons_born_overseas_census_sales_workers_pc, population_of_persons_born_overseas_census_persons_num, yr, labour_force_status_persons_born_overseas_census_unemployed_num, labour_force_status_persons_born_overseas_census_pc, tl_prsnl_incme_wkly_prsn_brn_ovrs_cns_erng_500_999_pr_wk_pc, ctznshp_stts_prsns_brn_ovrss_cnss_astrln_ctzn_pc, sa3_code_2016, rlgs_affltn_prsns_brn_ovrss_cnss_indqtly_dscrbd_sttd_pc
28.2,236,11149,2.3,243,17.1,5504,23.2,61.4,978,644,16.7,54.6,0.1,333,9.1,1531,37.2,31.1,8.6,686,2.5,5.9,25.6,1.9,23.8,456,16.4,357,576,0.7,2.9,7.6,46.1,38.4,2.3,589,"Stonnington - East",3.0,6.6,1.4,1326,1.3,6225,9.2,368,7.1,91.1,510,35.9,2.7,1.9,662,7.7,4.6,11.7,0.6,142,685,1455,8.1,6261,14.2,6848,0.4,8.4,7.9,11761,2016,623,38.0,18.1,52.6,"20804",4.3
15.2,576,27106,2.9,584,11.5,13677,23.6,59.1,2629,1908,13.8,67.5,0.2,1005,7.0,2148,47.8,22.7,9.5,2288,3.0,6.9,30.6,3.7,29.3,1342,12.2,1027,1974,0.6,0.2,10.7,35.1,33.9,5.7,2223,"Banyule",2.9,5.3,1.7,2617,1.6,14906,4.7,833,6.2,90.0,1615,30.3,4.1,1.6,2047,3.7,9.0,12.9,1.3,253,2110,1349,9.7,14847,14.4,16022,0.5,9.3,6.7,28523,2016,1116,39.6,22.3,63.3,"20901",3.9
25.2,657,33787,3.5,461,13.8,17454,17.1,52.6,2971,1902,9.7,56.0,0.1,1569,10.5,4295,43.6,18.5,19.5,2094,1.6,14.5,39.6,6.8,38.0,1921,9.6,1216,1935,0.9,0.1,13.8,45.3,23.0,11.3,2086,"Darebin - North",3.7,7.2,1.8,4278,2.9,15912,8.3,865,2.7,79.6,1840,22.7,4.9,1.9,1989,1.0,7.2,10.8,1.5,494,2003,2811,11.9,17955,15.1,17777,0.9,8.5,7.8,35406,2016,1865,45.9,23.1,52.9,"20902",3.4
7.9,221,9317,2.5,310,9.4,4903,25.7,64.7,650,968,19.3,78.2,0.3,252,4.5,268,50.8,21.4,2.9,857,3.7,4.8,28.4,3.0,25.9,400,10.0,198,947,0.5,0.3,11.0,28.9,30.6,1.4,1013,"Nillumbik - Kinglake",2.4,3.1,1.5,466,1.2,5762,1.5,330,8.2,96.7,626,36.3,2.8,1.3,1045,6.4,12.7,14.2,0.7,60,1042,251,8.8,5008,11.5,6031,0.4,11.6,6.8,9912,2016,269,34.6,21.7,69.6,"20903",4.9
16.6,1702,67749,3.3,2032,13.5,35842,19.3,56.0,6982,5013,9.2,61.4,0.1,2031,8.4,6017,50.2,15.3,16.0,5153,1.3,13.8,41.2,11.3,34.8,2781,6.9,1368,5131,0.8,null,13.7,34.8,18.6,11.3,4835,"Whittlesea - Wallan",3.6,6.6,1.6,8500,6.7,34771,9.1,2145,2.5,83.1,3442,12.6,4.5,1.9,5162,0.9,9.8,11.8,1.2,696,5439,3767,12.0,36344,18.4,37953,0.9,9.2,7.7,72182,2016,3182,42.8,24.9,63.6,"20904",3.1
8.8,186,15425,4.4,232,9.2,7530,18.5,46.3,990,1016,13.3,79.7,0.1,1086,5.8,539,66.6,13.7,14.8,903,1.5,9.6,45.1,6.9,40.2,1402,5.3,899,1342,0.5,0.1,12.0,23.2,24.1,3.4,1792,"Keilor",3.9,6.1,1.5,941,1.5,6730,3.6,298,4.0,84.2,1539,15.1,6.4,2.0,1196,2.5,10.6,15.0,1.9,103,1146,340,9.1,8417,7.6,7148,1.0,7.8,8.0,15947,2016,418,51.8,20.8,75.2,"21001",3.4
4.4,39,3421,2.5,80,9.9,1775,23.2,57.5,186,358,18.4,83.6,0.4,87,4.7,64,58.9,16.3,1.8,283,3.2,6.4,33.2,3.8,29.1,223,6.3,101,334,0.8,0.2,12.4,28.4,27.1,1.1,443,"Macedon Ranges",2.8,1.7,1.0,118,0.5,1875,0.5,88,7.0,97.6,295,32.3,4.7,1.2,407,5.3,15.6,14.7,1.3,19,382,40,8.9,1789,9.1,1967,0.6,12.8,7.1,3561,2016,92,41.3,22.4,70.4,"21002",3.9
22.3,693,26688,4.0,570,12.3,14312,18.0,54.0,2722,1633,9.7,56.8,0.1,1388,9.4,3150,43.0,17.3,15.6,1887,1.6,13.6,38.6,8.8,37.5,1543,9.0,1336,1310,0.6,null,14.5,41.4,22.6,23.5,1427,"Moreland - North",4.1,4.8,1.7,3692,2.4,13051,9.3,635,3.2,83.4,1330,12.9,5.6,2.0,1382,1.1,7.8,10.4,1.5,405,1644,1614,11.7,14053,16.9,14403,1.0,8.4,6.8,28362,2016,1352,44.6,23.1,56.9,"21003",3.7
9.3,123,5855,3.2,140,9.6,2926,23.7,57.2,393,539,12.7,75.6,0.2,225,6.4,243,61.7,12.7,3.7,456,2.4,9.2,38.7,7.3,32.3,332,4.0,195,556,0.6,0.1,13.2,33.5,18.8,2.4,599,"Sunbury",3.1,3.1,1.7,359,1.9,3137,2.3,168,4.4,95.8,440,24.0,5.3,2.0,547,1.9,16.9,15.8,0.9,46,623,189,12.8,3237,12.0,3351,0.5,10.3,8.2,6161,2016,214,41.8,24.3,65.0,"21004",3.9
18.7,1811,59763,3.7,2320,12.8,32517,16.1,52.1,6373,5544,8.5,58.9,0.1,1074,10.4,5724,48.2,12.0,18.7,5386,1.0,14.9,43.8,14.0,39.3,1747,4.9,783,3871,1.1,null,14.8,35.0,14.4,23.9,3378,"Tullamarine - Broadmeadows",3.4,5.0,1.6,7132,5.8,27913,6.4,2637,2.0,80.1,2404,6.7,4.7,2.2,4523,0.8,9.9,10.9,1.4,769,5517,3660,13.2,32141,19.0,31166,1.2,8.9,7.0,64657,2016,3253,46.4,24.2,63.4,"21005",3.4
10.3,760,44173,2.8,1214,12.5,21985,24.0,61.3,3985,3814,12.9,71.4,0.2,1360,6.3,2618,49.5,21.2,9.9,3637,2.1,8.5,33.8,5.7,29.5,1992,8.7,1369,3904,0.5,0.1,12.4,32.9,26.6,2.4,3505,"Knox",2.7,9.5,1.5,3918,2.2,25359,6.8,1586,4.7,89.6,2467,25.2,4.0,1.6,4128,2.0,11.1,15.1,1.0,281,4173,1715,9.4,24447,15.6,27057,0.5,10.2,7.9,46429,2016,1698,37.7,24.1,65.5,"21101",3.8
9.7,127,5834,3.0,191,12.3,2969,22.9,58.0,377,561,20.1,77.0,null,228,4.6,213,51.5,23.0,10.4,471,3.0,5.0,31.4,2.6,27.0,307,9.6,277,542,0.4,0.4,9.3,28.2,31.6,2.3,539,"Manningham - East",2.5,5.3,1.5,332,2.4,3228,2.4,244,6.5,89.2,387,31.3,3.8,1.6,619,7.0,9.2,13.3,0.5,41,553,197,7.8,3218,10.8,3384,0.4,10.4,8.6,6185,2016,156,41.6,20.9,70.3,"21102",4.0
16.2,593,23757,2.7,764,11.0,12030,23.0,60.6,2385,1835,12.6,63.8,0.1,811,7.1,1715,52.6,18.8,12.1,2039,2.4,9.7,33.6,5.0,31.0,1068,8.5,784,1809,0.7,0.2,12.6,39.8,26.5,1.8,1768,"Maroondah",2.7,6.0,1.5,2616,2.7,13374,4.2,928,4.9,87.4,1369,28.2,3.9,1.6,1786,2.0,11.5,13.8,0.9,271,1916,920,10.5,13349,17.3,14399,0.5,10.2,7.7,25377,2016,1025,38.4,24.8,58.6,"21103",3.9
17.2,517,20403,2.0,662,14.5,10388,23.0,61.5,2227,1611,12.8,62.2,0.1,641,7.2,1661,38.3,25.1,14.1,1862,2.3,8.1,30.5,3.9,28.8,849,12.5,531,1382,0.6,0.2,10.4,40.2,32.8,3.1,1436,"Whitehorse - East",2.5,10.5,1.4,2385,2.4,11647,6.4,778,5.7,85.5,1063,34.4,2.5,1.4,1447,2.6,7.0,13.3,0.8,214,1542,1004,9.1,11403,18.1,12556,0.5,9.5,8.1,21796,2016,909,37.6,22.8,58.4,"21104",4.3
7.5,342,23274,3.4,499,7.9,11787,22.2,56.1,1461,1944,14.6,79.2,0.3,989,4.7,789,57.0,14.1,4.3,1659,2.5,10.3,36.6,5.6,33.7,1443,5.2,900,2344,0.6,0.2,14.5,33.5,22.3,0.7,2550,"Yarra Ranges",3.3,2.4,2.0,1155,1.3,12447,1.4,664,4.3,95.3,2012,31.9,5.5,1.4,2323,2.1,17.1,13.3,1.0,134,2411,636,11.1,12464,10.0,13062,0.4,10.9,6.9,24248,2016,615,42.9,25.8,64.5,"21105",4.2
11.1,372,16651,3.2,645,11.3,8772,23.3,62.3,1697,1475,11.8,66.7,0.1,407,6.9,1046,55.7,13.6,4.1,1518,1.9,12.0,36.9,9.4,30.1,699,5.0,365,1188,0.7,0.2,14.6,37.9,18.0,3.2,1275,"Cardinia",3.0,4.7,1.7,1759,3.9,9659,4.9,732,3.7,95.2,1012,23.0,4.6,1.4,1332,1.5,16.4,12.9,1.2,160,1504,647,11.8,9054,19.2,10371,0.7,11.1,8.0,17825,2016,712,36.5,26.3,60.5,"21201",3.8
13.6,1153,47047,3.0,1674,12.9,25013,22.1,60.4,4534,4389,10.8,67.0,0.1,1172,8.0,3203,50.6,14.8,11.5,4418,1.4,12.4,38.3,9.6,31.2,1655,5.7,1000,3601,0.7,0.1,15.3,31.4,19.0,13.5,3097,"Casey - North",2.8,8.1,1.5,4433,2.9,26152,6.5,2091,3.4,87.7,2147,14.4,4.5,1.7,4192,1.4,12.8,13.3,1.1,416,4626,2487,10.4,25285,16.5,28427,0.7,10.6,7.4,50297,2016,2275,38.5,25.3,67.0,"21202",3.5
15.1,1879,58407,2.7,3004,14.4,31778,23.6,66.5,7630,5385,8.5,57.7,0.1,717,7.8,4910,46.8,14.6,9.6,6340,1.2,13.9,36.3,12.5,26.0,1218,5.5,556,3135,1.0,0.1,15.2,37.0,15.8,12.7,2536,"Casey - South",2.5,9.1,1.5,8027,5.9,35783,9.8,3370,2.6,89.6,1824,11.9,3.8,1.8,4098,0.8,13.1,12.6,1.0,627,4870,3785,12.6,32139,24.7,38826,0.8,11.3,7.1,63914,2016,3043,32.5,28.9,61.4,"21203",3.3
21.0,2186,97810,3.4,2688,14.3,52232,16.5,56.1,9365,7529,7.6,58.3,0.1,2622,10.0,10429,37.1,13.2,23.4,7772,1.0,19.2,43.6,12.9,35.1,3598,5.0,2325,6391,1.0,0.2,15.7,37.7,13.8,14.0,5759,"Dandenong",3.2,18.0,1.6,11883,5.5,49406,7.4,3824,1.6,75.7,4411,13.8,4.6,2.4,7039,0.6,9.4,10.0,1.4,1095,7465,7403,11.0,51555,17.5,54873,0.8,9.0,7.5,103782,2016,5467,42.6,27.4,60.7,"21204",3.6
25.6,1986,80870,2.1,2544,20.3,41731,20.4,56.3,6963,5914,13.9,54.6,0.1,2383,9.6,8180,35.9,24.6,14.3,6156,2.2,8.1,33.0,3.9,28.0,3178,13.0,2021,4816,0.8,0.3,9.9,46.8,32.6,3.8,4508,"Monash",3.1,12.0,1.3,7959,2.0,41157,8.7,4850,5.3,85.2,3610,33.1,2.9,1.8,5174,2.8,5.6,13.1,0.7,891,5882,9289,8.4,44562,16.7,45551,0.5,8.9,8.3,86289,2016,4394,42.9,20.3,51.9,"21205",3.8
17.1,1665,86057,3.9,2170,13.4,44942,15.8,54.5,7679,7086,7.2,64.4,0.1,2316,11.1,8013,50.2,12.4,23.7,6883,0.8,19.8,47.4,15.1,38.1,3318,3.6,1880,6642,1.0,null,13.8,32.3,12.5,7.9,6132,"Brimbank",3.5,15.8,1.8,9028,4.8,41701,5.1,2929,1.6,75.3,4413,12.5,5.4,2.8,7107,0.6,10.2,10.7,1.7,870,7092,5533,11.1,45826,15.0,46933,1.0,8.0,6.9,90762,2016,5232,43.7,25.6,65.9,"21301",3.3
14.2,471,23475,3.5,411,10.1,11799,21.6,56.0,2239,1828,14.7,69.1,0.2,1051,7.3,1598,52.5,17.7,12.5,1928,2.0,10.1,38.5,8.2,33.8,1294,7.8,892,1803,0.7,0.2,12.1,34.3,25.1,7.1,1920,"Hobsons Bay",3.1,5.5,1.8,2453,1.9,12178,4.9,459,5.7,86.8,1429,24.2,5.0,1.8,1926,3.3,10.4,12.9,1.3,247,1886,761,8.8,12804,13.6,13135,0.7,8.5,6.4,24603,2016,957,42.8,21.2,63.9,"21302",3.3
26.2,299,11464,2.3,292,15.6,6095,21.6,64.8,1164,856,10.7,51.2,0.1,184,9.6,1655,38.6,23.0,12.0,998,2.0,13.2,30.6,5.9,28.7,288,13.0,170,524,1.0,0.1,10.8,47.4,28.0,6.9,526,"Nathan",3.4,7.0,1.5,1538,2.9,6714,7.8,510,4.3,87.4,298,32.4,2.8,1.9,675,2.2,9.0,11.1,0.8,135,738,1344,10.7,6099,19.1,7429,0.7,9.5,7.7,12189,2016,715,34.4,24.2,51.1,"30304",3.7
24.6,449,31730,3.1,384,13.0,16680,20.2,64.0,3434,2319,10.9,55.5,0.1,724,10.7,4524,35.1,21.8,19.5,2634,2.0,14.4,36.7,7.1,32.5,935,9.9,662,1724,0.8,0.1,11.2,44.2,23.9,8.1,1428,"Maribyrnong",3.5,15.4,1.4,4545,1.1,18145,8.6,776,4.1,79.5,1011,27.2,3.8,2.2,2018,2.2,7.2,10.9,1.2,363,2040,2950,10.9,16254,16.3,20315,1.0,9.0,8.4,32934,2016,2170,34.8,24.0,54.3,"21303",4.0
12.2,1055,39666,3.7,1617,13.0,20867,24.1,62.0,4617,3891,10.1,66.7,0.1,611,8.2,2733,58.0,15.9,8.9,4227,1.5,11.5,38.1,12.0,28.6,1045,5.4,482,2961,0.9,0.1,12.6,31.2,18.2,6.6,2662,"Melton - Bacchus Marsh",3.5,5.7,2.2,4234,4.9,22576,6.7,1850,3.6,89.7,1755,13.2,4.9,2.0,3158,1.4,12.5,14.1,1.1,386,3557,1878,11.8,21851,17.6,24591,1.4,9.6,7.6,42720,2016,2015,36.9,24.7,66.6,"21304",4.2
21.6,3379,83423,2.6,4111,15.6,46273,25.0,67.7,12782,6428,10.2,47.7,0.1,896,9.2,9354,41.5,19.7,9.6,8289,1.6,10.7,30.3,11.3,24.4,1403,11.6,650,4041,0.8,0.1,11.2,45.9,22.0,10.4,3240,"Wyndham",3.0,5.0,1.7,15273,7.0,51318,16.0,4157,4.5,89.5,1982,16.2,3.4,1.9,4648,1.7,9.6,13.3,1.0,1553,5345,4928,11.8,46197,27.7,56493,1.0,10.0,7.6,92467,2016,5175,31.3,25.3,52.4,"21305",3.3
9.7,486,27279,3.7,774,9.5,13640,22.6,58.6,2200,2444,11.4,73.6,0.2,1051,6.8,1363,56.9,13.1,4.3,2267,1.8,11.2,37.6,8.3,32.2,1455,4.1,977,2289,0.5,0.4,15.3,36.6,19.3,1.8,2292,"Frankston",3.3,3.0,1.9,1980,1.2,14894,3.6,927,3.6,95.0,1817,28.5,6.2,1.6,2621,1.6,17.6,12.7,1.4,198,2637,970,12.4,15094,13.3,15980,0.7,10.8,7.8,28737,2016,1086,40.1,26.2,61.5,"21401",3.9
6.9,488,26225,4.6,713,7.7,13189,20.0,48.7,1230,2160,16.5,79.8,0.2,1549,4.6,549,60.4,13.5,2.1,1761,2.1,8.6,36.6,3.8,34.5,2309,4.0,1358,2443,0.5,0.2,14.7,30.3,22.2,0.4,3273,"Mornington Peninsula",3.6,1.6,1.9,859,0.6,12167,0.5,873,4.2,97.4,2774,31.5,6.8,1.7,2199,3.7,16.7,12.5,1.5,158,2372,519,11.4,14397,9.7,12759,0.5,11.3,8.7,27583,2016,592,49.9,24.7,67.8,"21402",4.2
13.0,103,3953,7.6,134,7.1,2050,15.6,49.8,313,271,14.4,61.0,0.2,128,6.2,293,54.4,14.5,6.0,287,1.4,20.6,34.8,4.1,37.3,240,4.5,149,368,0.7,0.1,10.6,38.6,23.9,3.1,417,"Grampians",8.8,3.3,5.8,326,1.4,1846,3.5,96,2.3,89.1,322,25.3,11.0,2.0,320,1.8,13.0,7.5,1.3,32,285,140,12.4,2167,17.5,1967,5.0,9.6,4.8,4217,2016,121,48.8,27.8,55.5,"21501",8.1
19.3,100,5486,5.4,153,10.3,2889,13.1,49.6,382,403,14.3,59.7,null,236,12.2,534,51.7,10.0,16.8,376,1.3,26.4,46.4,6.5,41.6,297,3.3,199,365,1.2,0.2,9.9,43.9,18.9,11.6,469,"Mildura",6.8,6.5,2.2,520,3.0,2390,3.1,207,1.8,82.0,397,19.8,8.0,2.6,371,1.7,10.3,5.8,2.6,62,400,326,11.0,2912,14.1,2723,1.2,7.3,4.7,5804,2016,333,47.7,24.9,53.8,"21502",3.7
20.3,67,3117,4.8,72,10.4,1617,12.4,52.3,260,243,15.2,55.3,0.1,89,10.1,297,52.3,10.9,16.5,238,1.0,28.5,44.1,6.1,39.7,168,2.4,93,229,1.7,null,10.9,46.9,16.8,8.8,267,"Murray River - Swan Hill",6.2,9.5,2.2,343,4.6,1465,3.7,100,1.4,82.1,179,16.8,9.8,3.5,219,1.4,11.2,5.3,2.7,32,226,158,8.7,1666,18.2,1629,1.4,8.4,5.2,3280,2016,164,44.8,28.0,51.0,"21503",3.6
11.9,42,2392,5.0,65,6.8,1147,16.8,49.4,150,136,19.0,71.9,0.1,106,4.7,119,66.7,12.0,3.1,146,2.3,18.3,41.3,5.0,40.1,199,3.6,118,237,0.7,0.2,11.1,41.1,20.2,1.3,299,"Campaspe",5.3,2.7,1.8,153,0.4,1125,1.8,42,2.5,96.3,251,22.3,9.5,1.7,180,1.6,14.9,7.6,2.3,17,196,60,11.2,1368,10.8,1181,0.8,8.3,5.3,2511,2016,56,48.5,26.5,57.4,"21601",3.6
13.2,41,2547,4.9,55,8.0,1330,14.3,46.3,146,143,23.0,69.7,0.1,120,7.0,160,59.9,9.5,5.2,136,1.0,25.8,45.4,3.9,42.6,212,2.8,79,204,1.0,null,10.2,45.4,13.3,4.2,327,"Moira",4.1,3.8,1.2,170,3.9,1097,2.6,80,1.6,94.2,278,21.4,8.6,1.2,186,1.6,15.0,7.6,2.0,20,197,99,9.6,1338,12.9,1179,0.7,8.8,5.2,2667,2016,82,51.4,25.9,53.5,"21602",3.7
22.3,293,8636,5.0,421,12.0,4754,15.1,50.9,805,639,14.8,53.2,0.1,286,10.0,865,43.2,11.5,16.7,660,1.4,22.8,42.7,5.2,37.8,368,4.4,245,548,1.3,null,11.5,45.4,22.4,22.6,611,"Shepparton",4.6,3.5,2.2,970,7.0,3958,4.4,491,2.3,81.8,474,14.7,6.0,1.9,529,1.9,9.4,6.6,1.6,113,593,546,9.0,4713,19.9,4398,1.4,7.3,5.9,9470,2016,440,47.5,24.7,52.4,"21603",4.0
11.2,54,2537,5.2,57,8.4,1245,17.3,49.7,135,176,16.3,73.2,0.4,110,6.0,104,58.8,14.8,2.3,147,1.8,12.8,37.4,6.1,38.9,191,3.7,119,279,0.7,0.2,13.8,39.2,24.9,1.3,269,"Glenelg - Southern Grampians",3.9,3.2,0.9,145,0.9,1186,2.1,94,3.1,97.1,229,27.9,8.1,1.7,238,2.1,16.0,7.8,1.6,17,241,67,11.3,1429,11.5,1262,0.6,9.1,6.0,2676,2016,76,48.8,24.3,59.8,"21701",5.2
11.9,53,2704,4.5,55,6.3,1419,16.1,53.7,168,181,23.9,71.2,0.3,114,4.2,175,54.9,14.0,3.9,174,1.4,23.6,37.5,3.6,37.4,193,4.1,110,253,1.3,0.1,10.4,45.0,15.2,3.5,305,"Colac - Corangamite",5.0,2.7,2.0,186,0.8,1392,1.2,69,2.4,95.3,240,32.2,9.1,2.4,215,2.3,14.8,6.1,1.8,20,218,101,10.1,1412,11.5,1453,0.7,10.4,4.6,2834,2016,61,44.5,29.3,53.0,"21703",4.3
19.3,95,3617,3.0,139,8.3,1888,19.7,62.1,274,271,15.1,60.9,0.1,110,5.7,389,50.8,17.9,8.8,271,2.7,26.8,36.0,3.1,30.8,151,5.2,106,253,0.7,0.2,10.0,50.0,22.4,1.4,322,"Warrnambool",4.8,4.3,1.7,340,0.5,2118,2.3,131,2.9,90.4,218,36.0,5.7,1.7,242,2.8,12.0,6.2,1.3,42,322,209,9.7,2010,15.2,2245,0.8,9.8,4.8,3895,2016,127,36.6,32.0,48.4,"21704",4.0
9.6,348,14243,2.4,549,9.0,7376,26.8,67.5,1107,1508,12.8,71.4,0.2,347,5.7,773,58.0,14.1,2.5,1311,1.6,10.9,36.1,6.9,26.7,578,4.5,335,1212,0.4,0.2,15.2,36.1,19.4,0.9,1171,"Capalaba",2.4,2.5,1.7,938,1.6,9068,2.3,658,5.4,97.1,736,29.9,3.7,1.7,1329,3.2,18.5,15.0,1.0,79,1582,646,10.3,7842,16.7,9615,0.5,11.5,7.8,15214,2016,547,31.5,26.2,62.3,"30101",4.1
9.0,435,18078,2.8,866,8.7,9365,23.8,61.1,1092,1910,14.5,71.1,0.2,659,5.8,656,61.1,13.1,1.7,1574,1.5,9.5,35.8,5.4,30.5,958,4.1,542,1500,0.4,0.1,13.9,33.4,20.6,0.7,1570,"Cleveland - Stradbroke",2.7,1.9,1.7,838,0.8,10398,0.9,1026,5.8,97.8,1355,29.9,4.4,1.5,1687,3.8,18.6,14.8,0.8,112,1997,720,11.2,10130,17.2,11042,0.5,11.4,8.6,19492,2016,644,38.1,24.0,65.0,"30102",3.9
14.1,547,14651,2.3,685,9.2,7808,29.2,72.1,1682,1622,13.7,60.7,0.2,287,6.2,934,52.8,17.4,2.8,1716,2.0,10.7,32.0,7.5,22.5,391,6.7,272,894,0.4,0.1,13.1,42.6,22.9,1.2,848,"Wynnum - Manly",2.8,3.2,1.8,1371,1.4,9908,3.5,692,7.4,96.7,581,32.8,3.6,1.7,1207,4.3,15.2,13.8,0.8,196,1509,641,9.9,8272,22.4,10565,0.5,10.7,6.7,16079,2016,657,27.1,24.7,55.6,"30103",4.2
12.5,247,9127,2.0,390,11.2,4793,29.1,68.8,968,906,12.7,64.3,0.1,212,6.7,629,53.2,22.1,4.5,925,1.9,8.1,29.8,4.6,21.9,296,9.7,206,636,0.5,0.1,11.6,32.7,30.8,2.9,620,"Bald Hills - Everton Park",2.7,4.0,1.7,915,2.6,5859,9.0,469,7.3,95.0,398,23.9,3.4,1.6,702,4.6,12.2,14.2,0.6,82,811,430,9.4,5047,20.4,6280,0.5,10.0,7.1,9840,2016,421,30.6,23.3,65.6,"30201",3.9
17.9,420,14198,2.1,525,11.1,7262,26.4,68.3,1536,1251,11.3,57.9,0.1,359,7.3,1466,51.3,22.0,6.1,1336,2.0,10.5,30.7,5.4,24.9,463,8.2,359,794,0.6,0.1,12.7,42.0,27.4,2.6,735,"Chermside",2.8,4.3,1.7,1815,3.3,8990,6.0,620,5.9,93.3,528,27.5,3.4,1.5,924,3.1,12.7,13.0,0.8,187,1067,945,11.3,8068,21.4,9693,0.6,9.9,6.8,15335,2016,703,31.0,25.8,56.3,"30202",4.1
21.8,245,9374,2.9,290,10.9,4937,27.4,72.3,1145,716,10.0,50.4,0.1,140,7.2,1222,44.7,20.9,5.6,899,1.8,13.6,31.0,7.6,23.1,173,8.2,127,479,0.4,0.2,12.3,49.0,24.1,2.6,396,"Nundah",3.9,4.0,1.7,1418,6.1,6292,10.7,403,5.5,92.9,273,26.1,4.1,1.6,580,2.2,12.3,13.0,0.9,134,684,723,10.6,5101,23.8,6782,1.5,11.1,7.1,10042,2016,490,26.8,27.6,49.2,"30203",4.9
